No., time, AT, AT_MIN, AT_MAX, RH, RH_MIN, RH_MAX, WS, WS_MIN, WS_MAX, WD, RainDaily, RainMonthly, RainYearly, AP, AP_MIN, AP_MAX, SM, ST, LW, SR, HRSSUN,datetime
34,02:55:00,12.0,12.0,12.1,85.0,85.0,86.0,4.7,1.8,5.8,68.0,0.0,18.8,156.6,751.1,751.1,751.2,38.0,16.9,0.2,-1.6,0.0,2023-08-03 02:55:00
35,03:00:00,12.0,12.0,12.0,85.0,85.0,85.0,3.6,1.4,5.4,89.0,0.0,18.8,156.6,751.1,751.1,751.1,38.0,16.9,0.2,-1.4,0.0,2023-08-03 03:00:00
36,03:05:00,12.1,12.0,12.1,84.0,84.0,84.0,3.2,0.0,6.8,83.0,0.0,18.8,156.6,751.1,751.0,751.1,38.0,16.9,0.2,-1.3,0.0,2023-08-03 03:05:00
37,03:10:00,11.9,11.9,12.1,86.0,84.0,86.0,5.4,0.0,6.5,114.0,0.0,18.8,156.6,751.1,751.1,751.1,38.0,16.9,0.2,-1.9,0.0,2023-08-03 03:10:00
38,03:15:00,11.9,11.9,11.9,85.0,85.0,86.0,5.8,2.2,7.9,110.0,0.0,18.8,156.6,751.2,751.1,751.2,38.0,16.9,0.2,-1.4,0.0,2023-08-03 03:15:00
39,03:25:00,11.9,11.9,12.0,84.0,84.0,84.0,2.5,2.2,8.6,85.0,0.0,18.8,156.6,751.1,751.0,751.1,38.0,16.9,0.2,-1.3,0.0,2023-08-03 03:25:00
40,03:30:00,11.9,11.9,11.9,85.0,84.0,85.0,6.5,1.4,8.6,108.0,0.0,18.8,156.6,750.9,750.9,751.0,38.0,16.9,0.2,-1.5,0.0,2023-08-03 03:30:00
41,03:35:00,11.9,11.9,11.9,84.0,84.0,85.0,4.3,1.8,8.6,89.0,0.0,18.8,156.6,750.8,750.8,750.9,38.0,16.9,0.2,-1.4,0.0,2023-08-03 03:35:00
42,03:40:00,12.0,11.9,12.0,84.0,84.0,84.0,1.8,1.1,7.6,88.0,0.0,18.8,156.6,750.7,750.7,750.8,38.0,16.9,0.2,-1.3,0.0,2023-08-03 03:40:00
43,03:45:00,11.9,11.9,12.0,84.0,84.0,84.0,3.6,1.8,7.2,120.0,0.0,18.8,156.6,750.7,750.7,750.7,38.0,16.9,0.2,-1.6,0.0,2023-08-03 03:45:00
44,03:50:00,11.9,11.9,12.0,84.0,83.0,84.0,3.6,1.8,7.2,112.0,0.0,18.8,156.6,750.6,750.6,750.7,38.0,16.9,0.2,-1.8,0.0,2023-08-03 03:50:00
45,03:55:00,11.9,11.9,11.9,84.0,84.0,85.0,3.6,0.0,6.1,120.0,0.0,18.8,156.6,750.6,750.6,750.7,38.0,16.9,0.2,-1.8,0.0,2023-08-03 03:55:00
46,04:00:00,11.8,11.8,11.9,85.0,84.0,85.0,1.4,0.0,7.6,147.0,0.0,18.8,156.6,750.8,750.6,750.8,38.0,16.9,0.2,-2.1,0.0,2023-08-03 04:00:00
47,04:05:00,11.6,11.6,11.8,87.0,86.0,87.0,1.8,0.0,3.2,98.0,0.0,18.8,156.6,750.6,750.6,750.7,38.0,16.8,0.2,-2.1,0.0,2023-08-03 04:05:00
48,04:10:00,11.6,11.6,11.6,87.0,87.0,87.0,3.6,0.0,4.7,81.0,0.0,18.8,156.6,750.6,750.6,750.7,38.0,16.9,0.2,-2.1,0.0,2023-08-03 04:10:00
49,04:15:00,11.6,11.6,11.7,86.0,86.0,87.0,4.7,1.8,6.8,66.0,0.0,18.8,156.6,750.7,750.6,750.7,38.0,16.8,0.2,-2.5,0.0,2023-08-03 04:15:00
50,04:20:00,11.6,11.6,11.6,85.0,85.0,86.0,1.4,0.0,6.5,83.0,0.0,18.8,156.6,750.7,750.6,750.7,38.0,16.8,0.2,-2.4,0.0,2023-08-03 04:20:00
51,04:25:00,11.6,11.6,11.7,85.0,85.0,85.0,4.7,0.0,5.8,76.0,0.0,18.8,156.6,750.5,750.5,750.6,38.0,16.8,0.2,-2.9,0.0,2023-08-03 04:25:00
52,04:30:00,11.6,11.6,11.6,85.0,84.0,85.0,7.2,3.2,9.0,82.0,0.0,18.8,156.6,750.5,750.5,750.6,38.0,16.8,0.2,-2.9,0.0,2023-08-03 04:30:00
53,04:35:00,11.6,11.6,11.6,85.0,84.0,85.0,4.0,1.8,7.6,81.0,0.0,18.8,156.6,750.6,750.5,750.6,38.0,16.8,0.2,-3.1,0.0,2023-08-03 04:35:00
54,04:40:00,11.4,11.4,11.6,85.0,84.0,85.0,7.6,2.2,9.7,81.0,0.0,18.8,156.6,750.5,750.5,750.6,38.0,16.8,0.2,-3.4,0.0,2023-08-03 04:40:00
55,04:45:00,11.4,11.4,11.4,85.0,85.0,85.0,2.9,1.1,6.5,107.0,0.0,18.8,156.6,750.7,750.5,750.7,38.0,16.8,0.2,-3.7,0.0,2023-08-03 04:45:00
56,04:50:00,11.3,11.3,11.3,85.0,85.0,85.0,1.8,0.0,4.3,128.0,0.0,18.8,156.6,750.7,750.7,750.7,38.0,16.8,0.2,-3.5,0.0,2023-08-03 04:50:00
57,04:55:00,11.4,11.3,11.4,84.0,84.0,85.0,5.0,0.0,9.0,87.0,0.0,18.8,156.6,750.7,750.7,750.8,38.0,16.8,0.2,-2.5,0.0,2023-08-03 04:55:00
58,05:00:00,11.5,11.3,11.5,84.0,84.0,84.0,5.4,1.8,7.9,118.0,0.0,18.8,156.6,750.8,750.7,750.8,38.0,16.8,0.2,-2.2,0.0,2023-08-03 05:00:00
59,05:05:00,11.4,11.4,11.5,85.0,84.0,85.0,6.5,1.4,10.8,127.0,0.0,18.8,156.6,750.9,750.7,750.9,38.0,16.8,0.2,-2.6,0.0,2023-08-03 05:05:00
60,05:10:00,11.5,11.4,11.5,85.0,84.0,85.0,0.0,0.0,5.8,0.0,0.0,18.8,156.6,750.9,750.9,750.9,38.0,16.8,0.2,-2.0,0.0,2023-08-03 05:10:00
61,05:15:00,11.5,11.5,11.5,85.0,85.0,85.0,1.4,0.0,2.5,49.0,0.0,18.8,156.6,751.0,750.9,751.0,38.0,16.8,0.2,-2.9,0.0,2023-08-03 05:15:00
62,05:20:00,11.4,11.4,11.5,85.0,84.0,85.0,4.7,1.4,6.8,67.0,0.0,18.8,156.6,750.9,750.8,751.0,38.0,16.8,0.2,-2.9,0.0,2023-08-03 05:20:00
63,05:25:00,11.4,11.4,11.4,85.0,85.0,86.0,3.2,2.9,6.5,63.0,0.0,18.8,156.6,751.0,750.9,751.0,38.0,16.8,0.2,-3.1,0.0,2023-08-03 05:25:00
64,05:30:00,11.1,11.1,11.3,86.0,85.0,86.0,5.0,0.0,7.6,117.0,0.0,18.8,156.6,751.1,751.0,751.1,38.0,16.8,0.2,-3.1,0.0,2023-08-03 05:30:00
65,05:35:00,11.2,11.1,11.2,85.0,85.0,86.0,4.7,1.1,8.3,75.0,0.0,18.8,156.6,751.0,751.0,751.0,38.0,16.8,0.2,-2.2,0.0,2023-08-03 05:35:00
66,05:40:00,11.2,11.1,11.2,85.0,85.0,85.0,4.7,1.8,6.1,70.0,0.0,18.8,156.6,751.1,751.1,751.1,38.0,16.8,0.2,-1.6,0.0,2023-08-03 05:40:00
67,05:45:00,11.2,11.2,11.2,85.0,84.0,85.0,4.0,2.2,5.8,52.0,0.0,18.8,156.6,751.2,751.0,751.2,38.0,16.8,0.2,-1.0,0.0,2023-08-03 05:45:00
68,05:50:00,11.1,11.1,11.2,86.0,84.0,86.0,1.8,0.0,9.0,164.0,0.0,18.8,156.6,751.3,751.1,751.3,38.0,16.8,0.2,0.0,0.0,2023-08-03 05:50:00
69,05:55:00,10.8,10.8,11.1,88.0,86.0,88.0,1.4,0.0,4.3,162.0,0.0,18.8,156.6,751.2,751.1,751.3,38.0,16.8,0.2,2.9,0.0,2023-08-03 05:55:00
70,06:00:00,10.8,10.8,10.8,88.0,88.0,89.0,2.9,0.0,3.6,89.0,0.0,18.8,156.6,751.3,751.2,751.3,38.0,16.8,0.2,8.0,0.0,2023-08-03 06:00:00
71,06:10:00,10.9,10.8,10.9,88.0,88.0,88.0,2.9,1.4,6.1,74.0,0.0,18.8,156.6,751.2,751.2,751.3,38.0,16.7,0.2,19.3,0.0,2023-08-03 06:10:00
72,06:15:00,10.8,10.8,10.9,88.0,88.0,88.0,2.9,0.0,5.0,80.0,0.0,18.8,156.6,751.3,751.2,751.3,38.0,16.8,0.2,24.8,0.0,2023-08-03 06:15:00
73,06:20:00,10.8,10.8,10.8,87.0,87.0,87.0,2.9,1.4,6.8,97.0,0.0,18.8,156.6,751.2,751.2,751.3,38.0,16.8,0.2,29.0,0.0,2023-08-03 06:20:00
74,06:25:00,10.8,10.8,10.9,87.0,87.0,87.0,3.2,1.8,5.0,68.0,0.0,18.8,156.6,751.2,751.2,751.3,38.0,16.7,0.2,31.8,0.0,2023-08-03 06:25:00
75,06:30:00,10.9,10.8,10.9,87.0,87.0,87.0,1.1,0.0,4.3,100.0,0.0,18.8,156.6,751.4,751.2,751.4,38.0,16.7,0.2,35.9,0.0,2023-08-03 06:30:00
76,06:35:00,11.0,10.9,11.1,87.0,87.0,87.0,1.1,0.0,2.9,100.0,0.0,18.8,156.6,751.5,751.4,751.5,38.0,16.7,0.2,39.3,0.0,2023-08-03 06:35:00
77,06:40:00,11.1,11.0,11.1,88.0,87.0,88.0,1.4,0.0,4.0,128.0,0.0,18.8,156.6,751.5,751.5,751.5,38.0,16.8,0.2,42.8,0.0,2023-08-03 06:40:00
78,06:45:00,11.1,11.1,11.2,88.0,88.0,88.0,2.9,1.8,4.7,81.0,0.0,18.8,156.6,751.5,751.5,751.6,38.0,16.8,0.2,45.5,0.0,2023-08-03 06:45:00
79,06:55:00,11.1,11.1,11.2,89.0,89.0,89.0,4.3,2.2,6.5,55.0,0.0,18.8,156.6,751.5,751.5,751.5,38.0,16.7,0.2,50.4,0.0,2023-08-03 06:55:00
80,07:00:00,10.9,10.9,11.0,89.0,89.0,89.0,2.9,1.4,6.1,91.0,0.0,18.8,156.6,751.4,751.4,751.4,38.0,16.8,0.2,52.6,0.0,2023-08-03 07:00:00
81,07:05:00,11.1,11.0,11.2,89.0,88.0,89.0,4.0,1.1,5.8,112.0,0.0,18.8,156.6,751.4,751.4,751.4,38.0,16.8,0.2,55.6,0.0,2023-08-03 07:05:00
82,07:10:00,11.0,11.0,11.0,89.0,89.0,89.0,3.6,2.5,7.9,132.0,0.0,18.8,156.6,751.4,751.3,751.4,38.0,16.7,0.2,57.5,0.0,2023-08-03 07:10:00
83,07:15:00,11.2,11.0,11.2,88.0,88.0,89.0,2.9,0.0,7.2,110.0,0.0,18.8,156.6,751.5,751.3,751.5,38.0,16.7,0.2,59.7,0.0,2023-08-03 07:15:00
84,07:20:00,11.3,11.3,11.3,87.0,87.0,88.0,2.2,0.0,2.9,288.0,0.0,18.8,156.6,751.5,751.3,751.5,38.0,16.7,0.2,61.7,0.0,2023-08-03 07:20:00
85,07:25:00,11.5,11.3,11.5,87.0,87.0,87.0,1.8,0.0,3.6,264.0,0.0,18.8,156.6,751.5,751.4,751.5,38.0,16.7,0.2,63.6,0.0,2023-08-03 07:25:00
86,07:30:00,11.5,11.5,11.5,88.0,87.0,88.0,2.5,0.0,4.3,263.0,0.0,18.8,156.6,751.6,751.5,751.6,38.0,16.7,0.2,66.2,0.0,2023-08-03 07:30:00
87,07:35:00,11.6,11.5,11.6,88.0,87.0,88.0,2.9,0.0,2.9,39.0,0.0,18.8,156.6,751.7,751.6,751.7,38.0,16.7,0.2,70.6,0.0,2023-08-03 07:35:00
88,07:40:00,11.6,11.5,11.6,88.0,88.0,88.0,3.6,1.4,5.4,44.0,0.0,18.8,156.6,751.7,751.7,751.7,38.0,16.7,0.2,283.6,0.0,2023-08-03 07:40:00
89,07:45:00,12.1,11.7,12.1,86.0,86.0,87.0,4.7,2.2,6.5,62.0,0.0,18.8,156.6,751.6,751.6,751.8,38.0,16.7,0.2,413.7,0.0,2023-08-03 07:45:00
90,07:50:00,13.0,12.4,13.0,83.0,83.0,85.0,2.9,0.0,4.7,69.0,0.0,18.8,156.6,751.8,751.6,751.8,38.0,16.7,0.2,442.5,0.0,2023-08-03 07:50:00
91,07:55:00,13.4,13.1,13.4,82.0,79.0,82.0,3.2,0.0,4.7,42.0,0.0,18.8,156.6,751.8,751.7,751.8,38.0,16.7,0.2,459.1,0.0,2023-08-03 07:55:00
92,08:00:00,14.0,13.5,14.0,79.0,78.0,81.0,1.8,0.0,3.6,95.0,0.0,18.8,156.6,751.8,751.7,751.8,38.0,16.7,0.2,481.8,0.0,2023-08-03 08:00:00
93,08:10:00,14.6,14.5,14.7,74.0,73.0,75.0,1.4,0.0,4.7,298.0,0.0,18.8,156.6,751.8,751.7,751.8,38.0,16.6,0.2,521.8,0.0,2023-08-03 08:10:00
94,08:15:00,15.4,14.9,15.4,72.0,72.0,75.0,2.2,0.0,3.2,226.0,0.0,18.8,156.6,751.8,751.7,751.8,38.0,16.7,0.2,542.0,0.0,2023-08-03 08:15:00
95,08:20:00,15.2,15.2,15.5,73.0,71.0,73.0,1.8,0.0,5.8,264.0,0.0,18.8,156.6,751.8,751.8,751.9,38.0,16.7,0.2,566.3,0.0,2023-08-03 08:20:00
96,08:25:00,15.4,15.3,15.4,73.0,72.0,73.0,1.4,0.0,4.0,178.0,0.0,18.8,156.6,752.0,751.8,752.0,38.0,16.6,0.2,586.9,0.0,2023-08-03 08:25:00
97,08:30:00,16.2,15.5,16.2,75.0,72.0,75.0,1.1,0.0,4.0,74.0,0.0,18.8,156.6,752.0,751.9,752.0,38.0,16.7,0.2,613.2,0.0,2023-08-03 08:30:00
98,08:35:00,16.9,16.4,16.9,70.0,69.0,73.0,0.0,0.0,4.7,0.0,0.0,18.8,156.6,751.9,751.8,752.0,38.0,16.6,0.2,637.3,0.0,2023-08-03 08:35:00
99,08:40:00,17.0,17.0,17.1,71.0,67.0,72.0,0.0,0.0,5.8,0.0,0.0,18.8,156.6,751.9,751.9,751.9,38.0,16.6,0.2,641.9,0.0,2023-08-03 08:40:00
100,08:45:00,17.1,17.1,17.1,71.0,68.0,73.0,2.9,0.0,6.5,215.0,0.0,18.8,156.6,751.9,751.9,752.0,38.0,16.6,0.2,653.1,0.0,2023-08-03 08:45:00
101,08:50:00,17.0,17.0,17.1,71.0,69.0,72.0,1.8,0.0,7.6,323.0,0.0,18.8,156.6,751.9,751.8,751.9,38.0,16.6,0.2,643.8,0.0,2023-08-03 08:50:00
102,08:55:00,17.1,17.0,17.1,72.0,68.0,72.0,6.1,0.0,7.9,273.0,0.0,18.8,156.6,752.0,751.9,752.0,38.0,16.6,0.2,683.1,0.0,2023-08-03 08:55:00
103,09:00:00,17.4,17.1,17.4,72.0,72.0,74.0,2.2,0.0,7.9,288.0,0.0,18.8,156.6,752.0,751.9,752.0,38.0,16.6,0.2,179.3,0.0,2023-08-03 09:00:00
104,09:05:00,17.7,17.4,17.7,70.0,70.0,73.0,2.5,0.0,6.5,299.0,0.0,18.8,156.6,752.1,752.0,752.1,38.0,16.6,0.2,733.7,0.0,2023-08-03 09:05:00
105,09:10:00,18.0,17.7,18.0,68.0,68.0,71.0,2.2,0.0,7.6,322.0,0.0,18.8,156.6,752.0,752.0,752.0,38.0,16.6,0.2,747.4,0.0,2023-08-03 09:10:00
106,09:15:00,18.3,18.0,18.3,70.0,66.0,70.0,3.2,0.0,8.3,175.0,0.0,18.8,156.6,752.1,752.0,752.2,38.0,16.6,0.2,794.7,0.0,2023-08-03 09:15:00
107,09:20:00,18.3,18.2,18.5,68.0,64.0,71.0,1.8,0.0,15.1,308.0,0.0,18.8,156.6,752.2,752.1,752.2,38.0,16.6,0.2,793.7,0.0,2023-08-03 09:20:00
108,09:25:00,18.2,18.2,18.4,70.0,67.0,70.0,5.4,0.0,14.0,51.0,0.0,18.8,156.6,752.2,752.2,752.3,38.0,16.6,0.2,852.3,0.0,2023-08-03 09:25:00
109,09:30:00,18.0,18.0,18.1,70.0,70.0,70.0,2.9,0.0,14.0,265.0,0.0,18.8,156.6,752.3,752.2,752.3,38.0,16.6,0.2,823.3,0.0,2023-08-03 09:30:00
110,09:35:00,17.8,17.8,18.1,71.0,70.0,71.0,2.5,0.0,19.8,296.0,0.0,18.8,156.6,752.3,752.2,752.3,38.0,16.6,0.2,843.3,0.0,2023-08-03 09:35:00
111,09:40:00,17.7,17.6,17.8,74.0,70.0,74.0,3.6,0.0,18.4,203.0,0.0,18.8,156.6,752.3,752.3,752.3,38.0,16.6,0.2,914.1,0.0,2023-08-03 09:40:00
112,09:45:00,17.5,17.5,17.8,70.0,69.0,73.0,9.0,0.0,15.5,37.0,0.0,18.8,156.6,752.3,752.1,752.3,38.0,16.6,0.2,928.5,0.0,2023-08-03 09:45:00
113,09:50:00,17.2,17.2,17.3,73.0,70.0,73.0,8.6,0.0,15.5,28.0,0.0,18.8,156.6,752.3,752.2,752.3,38.0,16.6,0.2,242.2,0.0,2023-08-03 09:50:00
114,09:55:00,17.0,16.9,17.1,74.0,71.0,74.0,7.6,0.0,15.5,37.0,0.0,18.8,156.6,752.2,752.2,752.4,38.0,16.6,0.2,524.1,0.0,2023-08-03 09:55:00
115,10:00:00,17.0,17.0,17.2,70.0,70.0,73.0,1.1,0.0,16.6,235.0,0.0,18.8,156.6,752.3,752.2,752.3,37.0,16.6,0.2,262.9,0.0,2023-08-03 10:00:00
116,10:05:00,17.2,16.9,17.2,72.0,71.0,72.0,4.7,0.0,14.8,28.0,0.0,18.8,156.6,752.3,752.2,752.3,37.0,16.6,0.2,995.9,0.0,2023-08-03 10:05:00
117,10:10:00,17.7,17.3,17.7,74.0,72.0,74.0,2.2,0.0,10.8,354.0,0.0,18.8,156.6,752.2,752.2,752.3,38.0,16.6,0.2,314.0,0.0,2023-08-03 10:10:00
118,10:15:00,17.9,17.7,17.9,72.0,72.0,72.0,2.5,0.0,14.8,179.0,0.0,18.8,156.6,752.2,752.2,752.3,38.0,16.6,0.2,1098.6,0.0,2023-08-03 10:15:00
119,10:20:00,18.0,18.0,18.3,69.0,69.0,74.0,1.4,0.0,16.9,334.0,0.0,18.8,156.6,752.1,752.1,752.2,38.0,16.6,0.2,398.2,0.0,2023-08-03 10:20:00
120,10:25:00,17.9,17.9,18.0,72.0,69.0,72.0,3.6,0.0,10.1,206.0,0.0,18.8,156.6,752.3,752.2,752.3,38.0,16.6,0.2,357.8,0.0,2023-08-03 10:25:00
121,10:30:00,17.7,17.7,17.9,72.0,69.0,72.0,7.2,0.0,15.1,47.0,0.0,18.8,156.6,752.3,752.3,752.4,38.0,16.5,0.2,784.0,0.0,2023-08-03 10:30:00
122,10:35:00,17.9,17.6,17.9,71.0,70.0,74.0,2.9,0.0,13.7,282.0,0.0,18.8,156.6,752.2,752.1,752.4,38.0,16.5,0.2,1124.7,0.0,2023-08-03 10:35:00
123,10:40:00,18.2,18.2,18.3,71.0,70.0,77.0,0.0,0.0,17.3,0.0,0.0,18.8,156.6,752.3,752.2,752.3,38.0,16.6,0.2,401.2,0.0,2023-08-03 10:40:00
124,10:45:00,17.8,17.8,18.1,69.0,69.0,71.0,2.5,0.0,11.9,313.0,0.0,18.8,156.6,752.2,752.2,752.4,37.0,16.5,0.2,1207.1,0.0,2023-08-03 10:45:00
125,10:50:00,17.8,17.8,17.8,70.0,69.0,73.0,3.2,0.0,8.3,292.0,0.0,18.8,156.6,752.3,752.2,752.3,38.0,16.6,0.2,421.8,0.0,2023-08-03 10:50:00
126,10:55:00,18.2,17.9,18.2,71.0,69.0,73.0,0.0,0.0,8.6,0.0,0.0,18.8,156.6,752.2,752.1,752.2,37.0,16.6,0.2,497.2,0.0,2023-08-03 10:55:00
127,11:00:00,17.9,17.9,18.3,68.0,67.0,71.0,1.8,0.0,10.4,330.0,0.0,18.8,156.6,752.3,752.2,752.3,37.0,16.6,0.2,278.4,0.0,2023-08-03 11:00:00
128,11:05:00,17.5,17.5,17.8,71.0,67.0,71.0,2.5,0.0,8.6,218.0,0.0,18.8,156.6,752.2,752.2,752.4,37.0,16.5,0.2,230.6,0.0,2023-08-03 11:05:00
129,11:10:00,17.2,17.2,17.4,73.0,70.0,73.0,4.7,0.0,9.4,16.0,0.0,18.8,156.6,752.3,752.2,752.3,37.0,16.6,0.2,191.3,0.0,2023-08-03 11:10:00
130,11:15:00,17.1,17.1,17.1,74.0,71.0,74.0,0.0,0.0,6.1,0.0,0.0,18.8,156.6,752.3,752.2,752.3,37.0,16.6,0.2,182.8,0.0,2023-08-03 11:15:00
